#iTow[ms],utc[year:month:day:hour:minute:second],fixType[0-5],longitude[deg],latitude[deg],height[mm],velN[mm/s],velE[mm/s],velD[mm/s],gSpeed[mm/s],headMot[deg1e-5],pDop[],numSV[],ttff[ms],gpsFlag[],temp[C]#,GNSS Time [UTC],height[m]
27015900,2022:1:23:7:29:57,3,11.3833484,47.3122341,2312217,-59,1,5,59,31679792,183,10,926489863,1,8.06,2022-01-23 07:29:57,2312.217
27016000,2022:1:23:7:29:58,3,11.3833485,47.312234,2312260,-54,21,-11,58,31679792,183,10,926555399,1,8.06,2022-01-23 07:29:58,2312.26
27016100,2022:1:23:7:29:58,3,11.3833485,47.312234,2312235,-9,-32,8,34,31679792,183,10,926555399,1,8.06,2022-01-23 07:29:58,2312.235
27016200,2022:1:23:7:29:58,3,11.3833487,47.3122338,2312242,-30,39,12,49,31679792,183,10,926555399,0,8.06,2022-01-23 07:29:58,2312.242
27016300,2022:1:23:7:29:58,3,11.3833488,47.3122337,2312255,-54,29,12,61,31679792,183,10,926555399,0,8.06,2022-01-23 07:29:58,2312.255
27016400,2022:1:23:7:29:58,3,11.3833489,47.3122337,2312279,1,36,8,36,31679792,183,10,926555399,0,8.06,2022-01-23 07:29:58,2312.279
27016500,2022:1:23:7:29:58,3,11.3833491,47.3122336,2312282,-24,42,16,48,31679792,183,10,926555399,0,8.0,2022-01-23 07:29:58,2312.282
27016600,2022:1:23:7:29:58,3,11.3833489,47.3122336,2312298,16,-27,16,31,31679792,183,10,926555399,0,8.0,2022-01-23 07:29:58,2312.298
27016700,2022:1:23:7:29:58,3,11.3833491,47.3122336,2312298,24,11,22,27,31679792,183,10,926555399,0,8.0,2022-01-23 07:29:58,2312.298
27016800,2022:1:23:7:29:58,3,11.383349,47.3122336,2312343,68,-15,6,70,31679792,183,10,926555399,0,8.0,2022-01-23 07:29:58,2312.343
27016900,2022:1:23:7:29:58,3,11.383349,47.3122335,2312361,33,-64,5,72,31679792,183,10,926555399,0,8.0,2022-01-23 07:29:58,2312.361
27017000,2022:1:23:7:29:59,3,11.3833491,47.3122334,2312382,22,-27,-6,35,31679792,183,10,926620935,0,8.0,2022-01-23 07:29:59,2312.382
27017100,2022:1:23:7:29:59,3,11.3833494,47.3122334,2312350,35,27,14,44,31679792,183,10,926620935,0,8.0,2022-01-23 07:29:59,2312.35
27017200,2022:1:23:7:29:59,3,11.3833494,47.3122334,2312378,35,-15,3,38,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.378
27017300,2022:1:23:7:29:59,3,11.3833495,47.3122333,2312397,17,-13,-1,22,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.397
27017400,2022:1:23:7:29:59,3,11.3833496,47.3122333,2312404,34,-9,1,35,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.404
27017500,2022:1:23:7:29:59,3,11.3833496,47.3122331,2312430,-5,-34,-6,34,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.43
27017600,2022:1:23:7:29:59,3,11.3833496,47.3122332,2312427,32,-56,-1,64,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.427
27017700,2022:1:23:7:29:59,3,11.3833498,47.3122332,2312448,47,5,-7,47,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.448
27017800,2022:1:23:7:29:59,3,11.3833501,47.312233,2312441,-6,11,-3,13,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.441
27017900,2022:1:23:7:29:59,3,11.3833502,47.312233,2312441,29,5,2,30,31679792,183,10,926620935,1,8.06,2022-01-23 07:29:59,2312.441
27018000,2022:1:23:7:30:0,3,11.3833502,47.3122331,2312446,45,-16,1,47,31679792,183,10,922754567,1,8.0,2022-01-23 07:30:00,2312.446
27018100,2022:1:23:7:30:0,3,11.3833504,47.312233,2312443,29,-12,2,32,31679792,183,10,922754567,1,8.0,2022-01-23 07:30:00,2312.443
27018200,2022:1:23:7:30:0,3,11.3833505,47.3122329,2312459,5,3,-7,6,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.459
27018300,2022:1:23:7:30:0,3,11.3833506,47.312233,2312456,34,-10,-4,35,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.456
27018400,2022:1:23:7:30:0,3,11.3833507,47.3122329,2312462,-7,-29,-7,29,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.462
27018500,2022:1:23:7:30:0,3,11.3833508,47.3122328,2312478,-1,2,-15,2,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.478
27018600,2022:1:23:7:30:0,3,11.3833507,47.3122331,2312484,78,-48,-13,92,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.484
27018700,2022:1:23:7:30:0,3,11.3833506,47.3122332,2312500,117,-64,-22,133,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.5
27018800,2022:1:23:7:30:0,3,11.3833508,47.3122331,2312516,60,-37,-29,71,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.516
27018900,2022:1:23:7:30:0,3,11.3833508,47.3122331,2312527,64,-48,-37,80,31679792,183,10,922754567,0,8.0,2022-01-23 07:30:00,2312.527
27019000,2022:1:23:7:30:1,3,11.383351,47.3122332,2312512,71,-26,-28,75,31679792,183,10,922820103,0,8.0,2022-01-23 07:30:01,2312.512
27019100,2022:1:23:7:30:1,3,11.3833512,47.3122331,2312518,39,4,-32,39,31679792,183,10,922820103,0,8.0,2022-01-23 07:30:01,2312.518
27019200,2022:1:23:7:30:1,3,11.3833513,47.3122331,2312523,31,-15,-34,34,31679792,183,10,922820103,1,8.0,2022-01-23 07:30:01,2312.523
27019300,2022:1:23:7:30:1,3,11.3833513,47.3122331,2312519,30,-33,-29,44,31679792,183,10,922820103,1,8.0,2022-01-23 07:30:01,2312.519
27019400,2022:1:23:7:30:1,3,11.3833514,47.3122331,2312529,37,-18,-35,41,31679792,183,10,922820103,1,8.0,2022-01-23 07:30:01,2312.529
27019500,2022:1:23:7:30:1,3,11.3833514,47.3122332,2312530,64,-51,-32,82,31679792,183,10,922820103,1,8.06,2022-01-23 07:30:01,2312.53
27019600,2022:1:23:7:30:1,3,11.3833517,47.3122331,2312527,7,-11,-34,13,31679792,183,10,922820103,1,8.06,2022-01-23 07:30:01,2312.527
27019700,2022:1:23:7:30:1,3,11.3833519,47.312233,2312516,-6,15,-28,16,31679792,183,10,922820103,1,8.06,2022-01-23 07:30:01,2312.516
27019800,2022:1:23:7:30:1,3,11.3833519,47.312233,2312522,-20,5,-26,21,31679792,183,10,922820103,1,8.06,2022-01-23 07:30:01,2312.522
27019900,2022:1:23:7:30:1,3,11.383352,47.312233,2312522,-39,-19,-24,44,31679792,183,10,922820103,1,8.06,2022-01-23 07:30:01,2312.522
27020000,2022:1:23:7:30:2,3,11.383352,47.3122332,2312543,45,-10,-37,46,31679792,183,10,922885639,1,8.06,2022-01-23 07:30:02,2312.543
27020100,2022:1:23:7:30:2,3,11.3833522,47.3122332,2312520,34,-7,-24,34,31679792,183,10,922885639,1,8.06,2022-01-23 07:30:02,2312.52
27020200,2022:1:23:7:30:2,3,11.3833524,47.3122331,2312512,-1,41,-15,41,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.512
27020300,2022:1:23:7:30:2,3,11.3833525,47.312233,2312516,-40,0,-14,40,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.516
27020400,2022:1:23:7:30:2,3,11.3833525,47.3122331,2312512,-11,2,-12,11,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.512
27020500,2022:1:23:7:30:2,3,11.3833527,47.3122331,2312506,-27,4,-5,27,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.506
27020600,2022:1:23:7:30:2,3,11.3833529,47.3122331,2312509,-14,27,-11,31,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.509
27020700,2022:1:23:7:30:2,3,11.3833528,47.3122331,2312511,-28,-28,-10,39,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.511
27020800,2022:1:23:7:30:2,3,11.383353,47.312233,2312494,-44,-22,-8,49,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.494
27020900,2022:1:23:7:30:2,3,11.3833532,47.3122331,2312489,-18,34,-11,39,31679792,183,10,922885639,0,8.0,2022-01-23 07:30:02,2312.489
27021000,2022:1:23:7:30:3,3,11.3833534,47.3122329,2312472,-79,-11,-8,80,31679792,183,10,922951175,0,8.0,2022-01-23 07:30:03,2312.472
27021100,2022:1:23:7:30:3,3,11.3833536,47.312233,2312459,-45,30,-4,54,31679792,183,10,922951175,0,8.0,2022-01-23 07:30:03,2312.459
27021200,2022:1:23:7:30:3,3,11.3833537,47.312233,2312457,-44,29,-8,52,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.457
27021300,2022:1:23:7:30:3,3,11.383354,47.3122331,2312430,15,41,-1,44,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.43
27021400,2022:1:23:7:30:3,3,11.383354,47.312233,2312439,-47,-19,-5,51,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.439
27021500,2022:1:23:7:30:3,3,11.3833542,47.312233,2312433,-59,2,-6,59,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.433
27021600,2022:1:23:7:30:3,3,11.3833544,47.312233,2312420,-32,41,-4,52,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.42
27021700,2022:1:23:7:30:3,3,11.3833546,47.312233,2312400,-37,26,5,45,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.4
27021800,2022:1:23:7:30:3,3,11.3833545,47.3122333,2312402,52,-5,-1,52,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.402
27021900,2022:1:23:7:30:3,3,11.3833547,47.3122332,2312416,-9,0,-11,9,31679792,183,10,922951175,1,8.0,2022-01-23 07:30:03,2312.416
27022000,2022:1:23:7:30:4,3,11.3833547,47.3122332,2312399,-4,-27,-1,27,31679792,183,10,923016711,1,8.0,2022-01-23 07:30:04,2312.399
27022100,2022:1:23:7:30:4,3,11.3833549,47.3122333,2312399,27,4,-7,27,31679792,183,10,923016711,1,8.0,2022-01-23 07:30:04,2312.399
27022200,2022:1:23:7:30:4,3,11.3833548,47.3122335,2312409,47,-46,-18,66,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.409
27022300,2022:1:23:7:30:4,3,11.3833549,47.3122337,2312399,78,-27,-11,83,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.399
27022400,2022:1:23:7:30:4,3,11.383355,47.3122336,2312406,28,-30,-15,41,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.406
27022500,2022:1:23:7:30:4,3,11.3833551,47.3122337,2312408,23,-9,-17,25,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.408
27022600,2022:1:23:7:30:4,3,11.3833551,47.3122338,2312396,34,-44,-11,56,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.396
27022700,2022:1:23:7:30:4,3,11.3833553,47.3122337,2312406,-27,-27,-17,38,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.406
27022800,2022:1:23:7:30:4,3,11.3833553,47.3122337,2312412,-3,-33,-22,33,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.412
27022900,2022:1:23:7:30:4,3,11.3833554,47.3122338,2312402,22,-53,-21,57,31679792,183,10,923016711,0,8.0,2022-01-23 07:30:04,2312.402
27023000,2022:1:23:7:30:5,3,11.3833557,47.3122339,2312368,45,16,-4,48,31679792,183,10,923082247,0,8.0,2022-01-23 07:30:05,2312.368
27023100,2022:1:23:7:30:5,3,11.3833557,47.3122339,2312380,7,-31,-15,31,31679792,183,10,923082247,0,8.0,2022-01-23 07:30:05,2312.38
27023200,2022:1:23:7:30:5,3,11.3833559,47.3122339,2312387,7,10,-18,12,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.387
27023300,2022:1:23:7:30:5,3,11.3833558,47.3122341,2312380,25,-46,-11,52,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.38
27023400,2022:1:23:7:30:5,3,11.383356,47.3122341,2312378,4,-20,-16,21,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.378
27023500,2022:1:23:7:30:5,3,11.383356,47.3122341,2312398,1,-22,-28,22,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.398
27023600,2022:1:23:7:30:5,3,11.3833562,47.3122342,2312370,20,-25,-21,32,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.37
27023700,2022:1:23:7:30:5,3,11.3833563,47.3122344,2312374,61,3,-24,61,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.374
27023800,2022:1:23:7:30:5,3,11.3833564,47.3122345,2312358,25,-32,-17,41,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.358
27023900,2022:1:23:7:30:5,3,11.3833565,47.3122347,2312357,50,-25,-19,56,31679792,183,10,923082247,1,8.0,2022-01-23 07:30:05,2312.357
27024000,2022:1:23:7:30:6,3,11.3833565,47.3122347,2312358,23,-52,-20,57,31679792,183,10,923147783,1,8.06,2022-01-23 07:30:06,2312.358
27024100,2022:1:23:7:30:6,3,11.3833566,47.3122348,2312360,17,-12,-24,21,31679792,183,10,923147783,1,8.06,2022-01-23 07:30:06,2312.36
27024200,2022:1:23:7:30:6,3,11.3833565,47.3122349,2312375,6,-99,-33,99,31679792,183,10,923147783,0,8.06,2022-01-23 07:30:06,2312.375
27024300,2022:1:23:7:30:6,3,11.3833565,47.3122351,2312375,48,-50,-28,69,31679792,183,10,923147783,0,8.06,2022-01-23 07:30:06,2312.375
27024400,2022:1:23:7:30:6,3,11.3833567,47.3122351,2312388,11,-18,-39,21,31679792,183,10,923147783,0,8.06,2022-01-23 07:30:06,2312.388
27024500,2022:1:23:7:30:6,3,11.3833568,47.3122352,2312367,16,-33,-35,36,31679792,183,10,923147783,0,8.06,2022-01-23 07:30:06,2312.367
27024600,2022:1:23:7:30:6,3,11.3833571,47.3122353,2312345,13,-6,-32,14,31679792,183,10,923147783,0,8.06,2022-01-23 07:30:06,2312.345
27024700,2022:1:23:7:30:6,3,11.3833572,47.3122352,2312350,-25,-15,-45,30,31679792,183,10,923147783,0,8.0,2022-01-23 07:30:06,2312.35
27024800,2022:1:23:7:30:6,3,11.3833574,47.3122354,2312321,27,-2,-35,27,31679792,183,10,923147783,0,8.0,2022-01-23 07:30:06,2312.321
27024900,2022:1:23:7:30:6,3,11.3833574,47.3122354,2312333,-16,-56,-44,58,31679792,183,10,923147783,0,8.0,2022-01-23 07:30:06,2312.333
27025000,2022:1:23:7:30:7,3,11.3833574,47.3122355,2312348,-4,-64,-56,65,31679792,183,10,923213319,0,8.0,2022-01-23 07:30:07,2312.348
27025100,2022:1:23:7:30:7,3,11.3833575,47.3122356,2312325,12,-56,-49,57,31679792,183,10,923213319,0,8.0,2022-01-23 07:30:07,2312.325
27025200,2022:1:23:7:30:7,3,11.3833577,47.3122356,2312342,4,-15,-60,15,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.342
27025300,2022:1:23:7:30:7,3,11.3833578,47.3122356,2312335,-27,-50,-59,57,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.335
27025400,2022:1:23:7:30:7,3,11.3833579,47.3122355,2312321,-70,-34,-48,78,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.321
27025500,2022:1:23:7:30:7,3,11.3833581,47.3122357,2312308,-2,13,-37,13,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.308
27025600,2022:1:23:7:30:7,3,11.3833582,47.3122357,2312301,-4,3,-28,5,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.301
27025700,2022:1:23:7:30:7,3,11.3833581,47.3122358,2312318,8,-29,-36,30,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.318
27025800,2022:1:23:7:30:7,3,11.3833584,47.3122358,2312315,-37,19,-28,42,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.315
27025900,2022:1:23:7:30:7,3,11.3833584,47.3122359,2312307,0,-12,-20,12,31679792,183,10,923213319,1,8.0,2022-01-23 07:30:07,2312.307
27026000,2022:1:23:7:30:8,3,11.3833586,47.312236,2312300,18,8,-12,20,31679792,183,10,923278855,1,8.0,2022-01-23 07:30:08,2312.3
27026100,2022:1:23:7:30:8,3,11.3833587,47.312236,2312302,-6,4,-11,7,31679792,183,10,923278855,1,8.0,2022-01-23 07:30:08,2312.302
27026200,2022:1:23:7:30:8,3,11.3833589,47.312236,2312322,-17,38,-19,41,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.322
27026300,2022:1:23:7:30:8,3,11.383359,47.3122361,2312304,-18,-4,-7,19,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.304
27026400,2022:1:23:7:30:8,3,11.3833591,47.3122361,2312312,5,28,-13,28,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.312
27026500,2022:1:23:7:30:8,3,11.3833593,47.3122362,2312275,7,18,8,19,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.275
27026600,2022:1:23:7:30:8,3,11.3833594,47.3122362,2312293,-29,18,-3,34,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.293
27026700,2022:1:23:7:30:8,3,11.3833595,47.312236,2312296,-96,-12,-6,97,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.296
27026800,2022:1:23:7:30:8,3,11.3833596,47.3122362,2312305,-31,3,-10,31,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.305
27026900,2022:1:23:7:30:8,3,11.3833598,47.3122361,2312268,-44,-3,11,44,31679792,183,10,923278855,0,8.0,2022-01-23 07:30:08,2312.268
27027000,2022:1:23:7:30:9,3,11.3833599,47.3122363,2312258,-6,12,17,14,31679792,183,10,923344391,0,8.0,2022-01-23 07:30:09,2312.258
27027100,2022:1:23:7:30:9,3,11.38336,47.3122363,2312276,-20,12,9,23,31679792,183,10,923344391,0,8.0,2022-01-23 07:30:09,2312.276
27027200,2022:1:23:7:30:9,3,11.3833601,47.3122364,2312265,5,7,15,8,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.265
27027300,2022:1:23:7:30:9,3,11.3833605,47.3122363,2312267,-26,60,13,65,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.267
27027400,2022:1:23:7:30:9,3,11.3833604,47.3122364,2312259,-11,-22,18,25,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.259
27027500,2022:1:23:7:30:9,3,11.3833607,47.3122364,2312268,-35,31,14,47,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.268
27027600,2022:1:23:7:30:9,3,11.3833608,47.3122364,2312265,-42,-7,14,43,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.265
27027700,2022:1:23:7:30:9,3,11.3833609,47.3122364,2312272,-36,-14,9,39,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.272
27027800,2022:1:23:7:30:9,3,11.3833609,47.3122366,2312274,-1,-16,14,16,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.274
27027900,2022:1:23:7:30:9,3,11.3833612,47.3122367,2312287,32,30,9,44,31679792,183,10,923344391,1,8.0,2022-01-23 07:30:09,2312.287
27028000,2022:1:23:7:30:10,3,11.3833612,47.3122368,2312301,32,-8,7,33,31679792,183,10,923409927,1,8.0,2022-01-23 07:30:10,2312.301
27028100,2022:1:23:7:30:10,3,11.3833611,47.312237,2312325,81,-52,2,96,31679792,183,10,923409927,1,8.0,2022-01-23 07:30:10,2312.325
27028200,2022:1:23:7:30:10,3,11.3833612,47.3122371,2312353,90,-41,-11,99,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.353
27028300,2022:1:23:7:30:10,3,11.3833614,47.3122372,2312372,74,-23,-19,78,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.372
27028400,2022:1:23:7:30:10,3,11.3833614,47.3122374,2312355,86,-54,-7,102,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.355
27028500,2022:1:23:7:30:10,3,11.3833614,47.3122375,2312401,53,-59,-26,80,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.401
27028600,2022:1:23:7:30:10,3,11.3833616,47.3122376,2312399,77,-28,-26,82,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.399
27028700,2022:1:23:7:30:10,3,11.3833617,47.3122377,2312391,47,-61,-16,77,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.391
27028800,2022:1:23:7:30:10,3,11.3833619,47.3122378,2312421,29,6,-28,30,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.421
27028900,2022:1:23:7:30:10,3,11.3833618,47.3122381,2312432,75,-70,-27,102,31679792,183,10,923409927,0,8.0,2022-01-23 07:30:10,2312.432
27029000,2022:1:23:7:30:11,3,11.3833621,47.3122381,2312450,34,4,-33,35,31679792,183,10,923475463,0,8.0,2022-01-23 07:30:11,2312.45
27029100,2022:1:23:7:30:11,3,11.3833622,47.3122382,2312417,11,-29,-13,31,31679792,183,10,923475463,0,8.0,2022-01-23 07:30:11,2312.417
27029200,2022:1:23:7:30:11,3,11.3833624,47.3122383,2312448,-10,-4,-26,11,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.448
27029300,2022:1:23:7:30:11,3,11.3833625,47.3122384,2312448,7,-3,-26,7,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.448
27029400,2022:1:23:7:30:11,3,11.3833627,47.3122384,2312453,-11,7,-19,12,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.453
27029500,2022:1:23:7:30:11,3,11.3833628,47.3122384,2312463,-47,9,-19,48,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.463
27029600,2022:1:23:7:30:11,3,11.3833629,47.3122384,2312472,-39,0,-19,39,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.472
27029700,2022:1:23:7:30:11,3,11.383363,47.3122387,2312472,29,-22,-14,36,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.472
27029800,2022:1:23:7:30:11,3,11.3833632,47.3122387,2312478,2,6,-12,6,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.478
27029900,2022:1:23:7:30:11,3,11.3833632,47.3122387,2312485,-26,-13,-9,29,31679792,183,10,923475463,1,8.0,2022-01-23 07:30:11,2312.485
27030000,2022:1:23:7:30:12,3,11.3833634,47.3122388,2312514,-16,17,-21,23,31679792,183,10,923540999,1,8.0,2022-01-23 07:30:12,2312.514
27030100,2022:1:23:7:30:12,3,11.3833635,47.3122389,2312516,-4,12,-13,12,31679792,183,10,923540999,1,8.0,2022-01-23 07:30:12,2312.516
27030200,2022:1:23:7:30:12,3,11.3833636,47.3122392,2312506,47,8,-3,47,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.506
27030300,2022:1:23:7:30:12,3,11.3833637,47.3122391,2312540,-16,13,-15,20,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.54
27030400,2022:1:23:7:30:12,3,11.3833636,47.3122392,2312545,-14,-48,-8,50,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.545
27030500,2022:1:23:7:30:12,3,11.3833638,47.3122393,2312571,31,25,-16,40,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.571
27030600,2022:1:23:7:30:12,3,11.3833638,47.3122395,2312571,50,-18,-13,53,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.571
27030700,2022:1:23:7:30:12,3,11.3833639,47.3122395,2312585,11,-29,-12,31,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.585
27030800,2022:1:23:7:30:12,3,11.3833639,47.3122396,2312613,36,-26,-19,44,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.613
27030900,2022:1:23:7:30:12,3,11.3833639,47.3122396,2312634,8,-55,-24,56,31679792,183,10,923540999,0,8.0,2022-01-23 07:30:12,2312.634
27031000,2022:1:23:7:30:13,3,11.3833641,47.3122396,2312635,0,-1,-18,1,31679792,183,10,923606535,0,8.0,2022-01-23 07:30:13,2312.635
27031100,2022:1:23:7:30:13,3,11.3833643,47.3122396,2312653,-14,-13,-25,19,31679792,183,10,923606535,0,8.0,2022-01-23 07:30:13,2312.653
27031200,2022:1:23:7:30:13,3,11.3833645,47.3122397,2312653,-6,25,-17,25,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.653
27031300,2022:1:23:7:30:13,3,11.3833645,47.3122398,2312669,-1,-3,-20,3,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.669
27031400,2022:1:23:7:30:13,3,11.3833645,47.3122398,2312705,12,-2,-29,12,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.705
27031500,2022:1:23:7:30:13,3,11.3833645,47.3122399,2312714,17,-20,-28,26,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.714
27031600,2022:1:23:7:30:13,3,11.3833644,47.3122402,2312736,94,-43,-33,103,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.736
27031700,2022:1:23:7:30:13,3,11.3833644,47.3122404,2312762,109,-28,-37,113,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.762
27031800,2022:1:23:7:30:13,3,11.3833644,47.3122404,2312772,34,-69,-34,77,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.772
27031900,2022:1:23:7:30:13,3,11.3833644,47.3122405,2312794,83,-47,-40,96,31679792,183,10,923606535,1,8.0,2022-01-23 07:30:13,2312.794
27032000,2022:1:23:7:30:14,3,11.3833645,47.3122407,2312788,107,-27,-34,110,31679792,183,10,923672071,1,8.0,2022-01-23 07:30:14,2312.788
27032100,2022:1:23:7:30:14,3,11.3833647,47.3122406,2312795,15,8,-30,17,31679792,183,10,923672071,1,8.0,2022-01-23 07:30:14,2312.795
27032200,2022:1:23:7:30:14,3,11.3833648,47.3122406,2312811,-5,-15,-29,15,31679792,183,10,923672071,0,8.0,2022-01-23 07:30:14,2312.811
27032300,2022:1:23:7:30:14,3,11.3833648,47.3122406,2312833,-25,-18,-28,31,31679792,183,10,923672071,0,8.0,2022-01-23 07:30:14,2312.833
27032400,2022:1:23:7:30:14,3,11.383365,47.3122406,2312839,-26,15,-24,30,31679792,183,10,923672071,0,8.0,2022-01-23 07:30:14,2312.839
27032500,2022:1:23:7:30:14,3,11.383365,47.3122407,2312879,7,8,-35,10,31679792,183,10,923672071,0,8.0,2022-01-23 07:30:14,2312.879
27032600,2022:1:23:7:30:14,3,11.3833651,47.3122409,2312840,52,3,-10,52,31679792,183,10,923672071,0,8.0,2022-01-23 07:30:14,2312.84
27032700,2022:1:23:7:30:14,3,11.3833653,47.3122408,2312861,-16,-2,-21,16,31679792,183,10,923672071,0,8.0,2022-01-23 07:30:14,2312.861
